"fecha_UTC","hora_UTC","latitud(ยบ)","longitud(ยบ)","profundidad_km","magnitud_mb","magnitud_Ms","magnitud_Mw"
"05/01/1947","19:52:00.00","-17.1","-71.5","30","4.2","",""
"08/01/1947","04:40:00.00","-12","-77.8","40","4.3","",""
"03/02/1947","16:43:00.00","-9.763","-76.418","40","4.3","",""
"09/02/1947","14:51:00.00","-11.6","-76","30","3.4","",""
"09/02/1947","15:18:00.00","-11.2","-75.4","15","4.3","",""
"24/02/1947","17:31:00.00","-15.31","-68.81","20","","6.8",""
"25/02/1947","08:55:00.00","-7.95","-77.7","25","4.3","",""
"26/02/1947","21:34:00.00","-4","-80.7","30","3.7","",""
"16/03/1947","01:15:00.00","-6.54","-78.62","25","3.3","",""
"27/03/1947","05:30:00.00","-12","-77.8","40","4.3","",""
"28/03/1947","08:40:00.00","-11.1","-74.8","30","3.8","",""
"01/04/1947","10:13:00.00","-11.2","-75.4","40","4","",""
"01/04/1947","14:17:00.00","-17.9","-70.7","70","4.6","",""
"03/04/1947","02:57:00.00","-11.2","-75.4","40","4","",""
"04/04/1947","03:15:00.00","-12","-77.8","40","4.5","",""
"06/04/1947","05:30:00.00","-11.4","-78.1","40","4.8","",""
"08/04/1947","01:30:00.00","-12","-77.8","40","4.3","",""
"08/04/1947","12:25:00.00","-11.721","-76.92","100","5","",""
"19/04/1947","08:06:00.00","-11.1","-74.8","30","4.8","",""
"20/04/1947","02:05:00.00","-13.5","-72.7","25","3.6","",""
"01/06/1947","22:21:00.00","-8.3","-75.1","30","4.2","",""
"05/06/1947","14:00:00.00","-8.48","-77.38","20","3.4","",""
"01/07/1947","14:30:00.00","-8.48","-77.38","25","3.3","",""
"05/07/1947","07:20:00.00","-17.4","-70.2","110","4.9","",""
"06/07/1947","01:00:00.00","-8.48","-77.38","25","3.3","",""
"12/07/1947","04:27:00.00","-9.392","-79.122","40","","6.1",""
"19/07/1947","15:10:00.00","-10.8","-78.1","40","4.1","",""
"22/07/1947","15:15:00.00","-13.34","-76","90","4.2","",""
"23/07/1947","02:25:00.00","-13.5","-76","90","4.7","",""
"25/07/1947","09:55:00.00","-8.2","-79.3","40","4.5","",""
"29/07/1947","12:45:00.00","-8.33","-77.5","20","4.2","",""
"30/07/1947","11:50:00.00","-12","-77.8","40","4.5","",""
"31/07/1947","21:30:00.00","-4.65","-79.45","20","3.5","",""
"01/08/1947","05:20:00.00","-12","-77.8","40","4.5","",""
"02/08/1947","23:45:00.00","-8.33","-77.5","20","3.7","",""
"03/08/1947","14:20:00.00","-12","-77.8","40","4.3","",""
"04/08/1947","02:23:00.00","-4","-80.7","30","3.7","",""
"06/08/1947","03:23:00.00","-4","-80.7","30","4.2","",""
"11/08/1947","08:20:00.00","-13.5","-76","90","4.7","",""
"12/08/1947","12:20:00.00","-12","-76.7","80","4.2","",""
"14/08/1947","10:15:00.00","-16.7","-71.8","20","3.9","",""
"15/08/1947","02:30:00.00","-11.15","-75.9","40","3.5","",""
"15/08/1947","03:30:00.00","-11.15","-75.9","40","4","",""
"19/08/1947","04:57:00.00","-10.6","-75.65","25","4.5","",""
"23/08/1947","04:50:00.00","-12","-77.8","40","4.3","",""
"23/08/1947","21:15:00.00","-11.25","-74.85","40","3.8","",""
"24/08/1947","05:15:00.00","-11.83","-76.6","30","3","",""
"24/08/1947","16:27:00.00","-11.25","-74.85","40","3.8","",""
"25/08/1947","09:10:00.00","-16.7","-71.8","20","3.4","",""
"05/09/1947","01:41:00.00","-8.6","-75.8","30","4.5","",""
"10/09/1947","11:20:00.00","-15.6","-74.8","60","4.3","",""
"15/09/1947","04:00:00.00","-10.2","-75.8","40","4.2","",""
"18/09/1947","13:15:00.00","-13.5","-76","90","4.7","",""
"22/09/1947","03:51:00.00","-10.333","-75.881","100","4.7","",""
"25/09/1947","23:50:00.00","-15","-73.73","110","5","",""
"26/09/1947","16:48:00.00","-8.32","-77.93","20","3.1","",""
"29/09/1947","06:30:00.00","-4.2","-80.7","30","4.1","",""
"30/09/1947","19:57:00.00","-5.85","-78.8","20","3.3","",""
"01/10/1947","08:00:00.00","-12","-77.8","40","4.3","",""
"01/10/1947","12:30:00.00","-8.264","-77.588","20","4","",""
"03/10/1947","00:15:00.00","-8.3","-77.6","30","3.2","",""
"05/10/1947","09:10:00.00","-8.3","-77.6","30","3","",""
"07/10/1947","12:00:00.00","-8.35","-77.45","20","3.5","",""
"08/10/1947","17:09:00.00","-9.5","-78.6","40","4.3","",""
"13/10/1947","08:45:00.00","-16.5","-71.7","30","3.9","",""
"14/10/1947","05:15:00.00","-17.2","-70.7","30","3.2","",""
"15/10/1947","08:00:00.00","-13.6","-76","90","4.8","",""
"17/10/1947","09:48:00.00","-4","-80.7","30","4.2","",""
"19/10/1947","21:12:00.00","-11.15","-75.9","40","4.5","",""
"24/10/1947","21:00:00.00","-16.5","-71.7","15","3.3","",""
"31/10/1947","15:00:00.00","-13","-72.5","20","4","",""
"01/11/1947","14:58:53.00","-11.257","-75.088","100","6.2","7.3",""
"08/11/1947","05:24:19.00","-2.1","-76.8","","","6",""
"08/11/1947","05:29:19.00","-2.1","-76.8","","","6",""
"15/11/1947","22:10:00.00","-12","-77.8","40","4.3","",""
"18/11/1947","04:40:00.00","-12","-77.8","40","4.3","",""
"23/11/1947","14:56:00.00","-11.8","-77.5","40","4.4","",""
"24/11/1947","06:52:00.00","-11.9","-76.9","80","4.7","",""
"25/11/1947","18:40:00.00","-11.1","-74.8","30","4.3","",""
"27/11/1947","02:27:00.00","-4","-80.7","30","4.2","",""
"28/11/1947","07:05:00.00","-11.1","-74.8","30","3.8","",""
"29/11/1947","04:50:00.00","-12.1","-77.5","40","3.9","",""
"01/12/1947","17:10:00.00","-12.1","-77.5","40","3.9","",""
"04/12/1947","19:00:00.00","-13","-76.2","90","4.3","",""
"11/12/1947","11:00:00.00","-12.1","-77.5","40","3.9","",""
"13/12/1947","12:10:00.00","-10.2","-75.6","40","4.3","",""
"04/01/1948","10:17:00.00","-13.6","-76.6","80","4.3","",""
"10/01/1948","08:55:00.00","-11.1","-74.8","30","4.3","",""
"10/01/1948","18:26:00.00","-13.57","-71.93","30","3","",""
"12/01/1948","04:45:00.00","-11.8","-75.1","30","3.8","",""
"16/01/1948","04:45:00.00","-7.8","-79.5","40","3.6","",""
"18/01/1948","01:17:00.00","-11.1","-74.8","40","4.6","",""
"26/01/1948","02:05:00.00","-11.1","-74.8","30","4.3","",""
"27/01/1948","11:45:00.00","-7.32","-78.42","30","3.1","",""
"28/01/1948","15:00:00.00","-15","-73.5","30","3.3","",""
"29/01/1948","03:42:00.00","-11.1","-74.8","30","4.3","",""
"31/01/1948","00:30:00.00","-12.1","-77.5","40","3.9","",""
"09/02/1948","22:22:00.00","-12.1","-77.5","40","3.9","",""
"14/02/1948","23:28:00.00","-8.3","-77.2","20","3.4","",""
"15/02/1948","00:29:00.00","-8.3","-77.2","20","4.3","",""
"15/02/1948","03:23:00.00","-8.3","-77.2","20","3.4","",""
"17/02/1948","10:16:00.00","-17.2","-71.1","30","3.6","",""
"18/02/1948","19:33:00.00","-3.9","-80.8","40","3.7","",""
"19/02/1948","06:50:00.00","-3.9","-80.8","40","4","",""
"20/02/1948","01:23:11.00","-5","-80.7","","5.1","",""
"20/02/1948","01:26:32.00","-5","-80.7","","5.1","",""
"22/02/1948","10:58:00.00","-12.2","-77.5","40","4.6","",""
"26/02/1948","18:10:00.00","-8.15","-78.05","20","3.1","",""
"04/03/1948","10:00:00.00","-10.6","-75.4","30","4.5","",""
"06/03/1948","05:17:00.00","-11.1","-74.8","40","4.6","",""
"06/03/1948","11:15:00.00","-13.6","-76.6","90","4.8","",""
"15/03/1948","10:00:00.00","-12.2","-77.5","40","4","",""
"17/03/1948","19:20:00.00","-12.2","-77.5","40","4","",""
"19/03/1948","16:49:00.00","-3.9","-80.8","40","3.7","",""
"24/03/1948","21:55:00.00","-14.4","-76.3","60","4.4","",""
"27/03/1948","01:40:00.00","-9.9","-75.4","30","4","",""
"04/04/1948","14:05:00.00","-11.67","-78.167","40","4.8","",""
"14/04/1948","04:38:00.00","-11.8","-75.1","30","4.5","",""
"17/04/1948","12:00:00.00","-12","-77.8","40","4.5","",""
"18/04/1948","00:05:00.00","-7","-80.3","40","4.8","",""
"24/04/1948","01:15:00.00","-16.5","-71.7","30","3.9","",""
"29/04/1948","00:28:00.00","-5.95","-78.7","20","3.1","",""
"30/04/1948","12:12:00.00","-3.9","-80.8","40","4.3","",""
"01/05/1948","00:55:00.00","-8.9","-75.6","30","3.9","",""
"11/05/1948","08:55:41.00","-17.5","-70.25","70","7.4","7.3",""
"12/05/1948","08:00:00.00","-18.1","-70","30","3.2","",""
"15/05/1948","00:15:00.00","-8.2","-79.3","40","3.7","",""
"28/05/1948","05:36:16.00","-13","-76.5","60","6","7",""
"03/06/1948","04:15:00.00","-9.4","-75.4","30","4.6","",""
"11/06/1948","00:15:00.00","-7.8","-79.5","40","4.2","",""
"12/06/1948","03:40:00.00","-7.8","-79.5","40","3.7","",""
"14/06/1948","09:20:00.00","-7.7","-74.3","200","","6.1",""
"15/06/1948","00:10:00.00","-7.8","-79.5","40","4.3","",""
"15/06/1948","05:01:00.00","-16.5","-71.7","30","3.2","",""
"18/06/1948","00:15:00.00","-7.3","-79.5","40","4.1","",""
"23/06/1948","07:25:00.00","-17.3","-70.8","30","3.1","",""
"23/06/1948","07:45:00.00","-17.296","-70.796","30","3.6","",""
"24/06/1948","01:30:00.00","-17.1","-71.1","30","3.1","",""
"01/07/1948","20:25:00.00","-11.9","-77.5","40","3.8","",""
"02/07/1948","19:05:00.00","-17.1","-71.1","30","3.6","",""
"04/07/1948","07:30:00.00","-17.2","-70.8","30","3.5","",""
"05/07/1948","00:45:00.00","-17.3","-70.8","30","3.1","",""
"05/07/1948","19:07:00.00","-17.1","-71.2","30","3.2","",""
"20/07/1948","11:02:17.00","-16.238","-74.24","30","6.1","7.1",""
"21/07/1948","04:20:00.00","-17.2","-71.1","30","3.6","",""
"04/08/1948","05:45:00.00","-11.7","-77.8","40","4.5","",""
"15/08/1948","07:35:00.00","-12.6","-76.5","80","4.4","",""
"16/08/1948","11:15:00.00","-13.42","-72.8","25","3.8","",""
"17/08/1948","17:45:00.00","-13.5","-76","90","4.4","",""
"19/08/1948","23:45:00.00","-12.6","-76.5","80","4.4","",""
"20/08/1948","12:00:00.00","-12.2","-77.5","40","4","",""
"31/08/1948","12:47:00.00","-3.9","-80.8","40","4.3","",""
"05/09/1948","10:14:00.00","-12.2","-77.5","40","4.5","",""
"08/09/1948","01:30:00.00","-13","-76.2","90","4.3","",""
"21/09/1948","08:25:00.00","-12.6","-77.5","80","4.7","",""
"23/09/1948","21:16:00.00","-5.4","-80.8","80","4.2","",""
"27/09/1948","09:27:00.00","-3.9","-80.8","40","4.3","",""
"02/10/1948","18:10:00.00","-14","-72.8","30","4.3","",""
"09/10/1948","10:25:00.00","-13","-76.2","90","4.3","",""
"09/10/1948","21:45:00.00","-18","-69.92","30","3.3","",""
"10/10/1948","08:40:00.00","-13.44","-72.51","25","3.3","",""
"10/10/1948","17:00:00.00","-17.3","-70.8","30","3.6","",""
"12/10/1948","07:49:00.00","-12.05","-77.5","40","4.1","",""
"18/10/1948","03:40:00.00","-7.8","-79.5","50","3.8","",""
"29/10/1948","03:05:00.00","-18","-69.92","30","3.8","",""
"01/11/1948","02:11:00.00","-16.6","-71.6","35","3.5","",""
"06/11/1948","10:17:00.00","-13.544","-71.964","25","3.3","",""
"06/11/1948","17:30:00.00","-11.8","-75.1","30","3.8","",""
"13/11/1948","10:05:00.00","-13","-76.2","80","4.2","",""
"18/11/1948","08:18:00.00","-12.345","-77.293","70","4.9","",""
"24/11/1948","18:45:00.00","-16.5","-71.7","25","4","",""
"03/12/1948","04:00:00.00","-11","-75.9","30","3.6","",""
"12/12/1948","14:50:00.00","-8.48","-77.46","25","3.2","",""
"22/12/1948","00:35:00.00","-9.5","-78.6","40","4.5","",""
"25/12/1948","15:20:00.00","-12.1","-77.5","40","3.9","",""
"26/12/1948","17:35:00.00","-3.9","-80.8","30","4.1","",""
"30/12/1948","13:20:00.00","-9.5","-78.6","40","3.8","",""
"01/01/1949","22:47:00.00","-11.1","-74.8","30","4.1","",""
"03/01/1949","10:35:00.00","-12.1","-77.5","40","4.5","",""
"05/01/1949","04:45:00.00","-8.2","-79.3","40","4.3","",""
"06/01/1949","02:12:00.00","-11.1","-74.8","30","4.3","",""
"07/01/1949","07:00:00.00","-11.5","-75","30","4.4","4.7",""
"10/01/1949","04:40:00.00","-16.5","-71.7","25","3.6","",""
"10/01/1949","18:25:00.00","-13.57","-71.93","35","3.1","",""
"11/01/1949","00:58:00.00","-16.5","-71.7","40","3.3","",""
"12/01/1949","21:22:00.00","-16.5","-71.7","25","4","",""
"13/01/1949","16:48:00.00","-12.4","-77.3","50","4.5","",""
"20/01/1949","16:30:00.00","-9.3","-78.8","40","4.3","",""
"25/01/1949","21:30:00.00","-9.6","-78.6","50","3.9","",""
"25/01/1949","23:49:00.00","-8.51","-77.68","20","3.4","",""
"26/01/1949","01:40:00.00","-4.4","-81.6","30","4.6","",""
"26/01/1949","12:45:00.00","-16.5","-71.7","25","3.8","",""
"01/02/1949","22:01:00.00","-5.85","-78.8","20","3.3","",""
"02/02/1949","18:25:00.00","-11.2","-75.4","40","4","",""
"13/02/1949","14:20:00.00","-8.43","-77.55","20","3.3","",""
"24/02/1949","11:35:01.00","-12.5","-75","40","4.4","",""
"02/03/1949","09:00:00.00","-17.8","-70.2","30","3.6","",""
"03/03/1949","08:00:00.00","-10.8","-78.05","40","4.2","",""
"07/03/1949","06:25:00.00","-18.1","-70","30","3.9","",""
"13/03/1949","09:35:00.00","-9.4","-75.4","30","4.6","",""
"17/03/1949","04:30:00.00","-18.1","-70","30","3.7","",""
"17/03/1949","05:49:06.00","-15.5","-69.5","","5.1","",""
"20/03/1949","03:00:00.00","-13.5","-76","90","4.7","",""
"20/03/1949","09:45:00.00","-11.2","-75.4","40","4","",""
"02/04/1949","09:00:00.00","-14.9","-75.1","90","4.9","",""
"05/04/1949","07:00:00.00","-13.5","-76","90","4.7","",""
"10/04/1949","19:12:00.00","-8.38","-77.46","30","3.2","",""
"12/04/1949","22:00:00.00","-13","-76.2","90","4.8","",""
"14/04/1949","08:00:00.00","-13.5","-76","90","4.7","",""
"16/04/1949","01:45:00.00","-13.5","-71.6","25","3.8","",""
"23/04/1949","00:30:14.00","-11.26","-75","90","4.7","",""
"25/04/1949","13:54:59.00","-19.75","-69","","6.4","7.3",""
"02/05/1949","01:05:00.00","-17.2","-70.7","30","3.2","",""
"12/05/1949","03:25:00.00","-8.44","-77.57","20","3.2","",""
"13/05/1949","02:27:00.00","-11.9","-76.4","30","3.2","",""
"16/05/1949","15:10:00.00","-12.4","-77.4","40","4.3","",""
"17/05/1949","04:55:00.00","-12","-76.85","90","4.6","",""
"19/05/1949","21:46:00.00","-12.4","-77.4","40","4.5","",""
"20/05/1949","04:00:00.00","-13.5","-76","90","4.7","",""
"21/05/1949","23:05:00.00","-5.6","-78.96","20","3.4","",""
"30/05/1949","01:43:00.00","-18.1","-70","30","3.7","",""
"30/05/1949","08:36:00.00","-4","-81.5","30","5","",""
"03/06/1949","17:45:00.00","-4","-81.5","30","5","",""
"16/06/1949","02:25:00.00","-15.65","-74.15","20","4.1","",""
"28/06/1949","19:20:00.00","-12.4","-77.4","40","4","",""
"03/07/1949","11:50:00.00","-4","-80.8","30","3.2","",""
"04/07/1949","01:35:00.00","-8.46","-77.57","30","3.2","",""
"11/07/1949","00:00:00.00","-8.48","-77.42","30","3","",""
"13/07/1949","07:45:00.00","-16.62","-71.5","25","3.6","",""
"13/07/1949","16:50:00.00","-8.48","-77.42","25","3.3","",""
"15/07/1949","05:30:00.00","-8.32","-77.51","20","4","",""
"21/07/1949","08:01:39.00","-15.5","-73","150","","6.5",""
"25/07/1949","05:45:00.00","-11.15","-75.9","20","4.3","",""
"26/07/1949","05:20:00.00","-12.4","-77.4","40","4.5","",""
"29/07/1949","16:45:00.00","-8.41","-77.6","30","3.5","",""
"01/08/1949","14:44:00.00","-12","-77.5","40","4.2","",""
"06/08/1949","02:54:00.00","-12.4","-77.4","40","4.5","",""
"10/08/1949","01:30:00.00","-8.33","-77.53","25","3.6","",""
"10/08/1949","21:15:00.00","-12.4","-77.4","40","4","",""
"19/08/1949","04:41:00.00","-11.95","-76.55","30","3.5","",""
"22/08/1949","06:20:00.00","-18.1","-70","30","3.7","",""
"25/08/1949","18:45:00.00","-17","-71","30","3.9","",""
"30/08/1949","14:55:00.00","-12.4","-77.4","40","3.9","",""
"09/09/1949","10:30:00.00","-8.44","-77.48","25","3.3","",""
"14/10/1949","01:37:00.00","-3.8","-80.8","30","4","",""
"26/10/1949","17:15:00.00","-13","-76.2","90","4.8","",""
"03/11/1949","22:15:00.00","-11.2","-75.4","30","3.4","",""
"05/11/1949","23:45:00.00","-11.2","-75.4","30","3.9","",""
"15/11/1949","16:30:00.00","-8.32","-77.57","20","3.5","",""
"21/11/1949","05:45:00.00","-11.2","-75.4","30","3.9","",""
"28/11/1949","08:00:00.00","-17.3","-72.4","30","4.3","",""
"02/12/1949","01:35:00.00","-12.4","-77.4","40","4.3","",""
"03/12/1949","12:01:54.00","-18","-70","","5.5","",""
"18/12/1949","20:32:00.00","-5","-77.3","30","3.4","",""
"22/12/1949","07:58:00.00","-11.25","-74.9","100","4.8","",""
"23/12/1949","06:30:00.00","-8.32","-77.57","20","3.5","",""
"03/01/1950","06:00:00.00","-12.4","-77.4","40","4.3","",""
"03/01/1950","19:35:00.00","-13","-76.2","90","4.8","",""
"13/01/1950","03:00:00.00","-8.43","-77.55","20","3.5","",""
"16/01/1950","02:30:00.00","-13.5","-71.2","15","3.6","",""
"17/01/1950","05:00:00.00","-13.5","-71.2","15","4.1","",""
"26/01/1950","06:00:00.00","-13.5","-71.2","25","3.5","",""
"02/02/1950","06:45:00.00","-12.2","-77.5","40","4.5","",""
"21/02/1950","00:25:00.00","-4.4","-81","30","3.8","",""
"26/02/1950","08:55:00.00","-7.4","-79.9","40","4.3","",""
"05/03/1950","02:17:18.00","-12.2","-77.5","40","4.7","",""
"07/03/1950","08:03:00.00","-8","-71","","","8.6",""
"11/03/1950","09:20:00.00","-12.4","-77.3","40","3.9","",""
"14/03/1950","03:10:02.00","-9.601","-75.625","150","5.9","6.8",""
"14/03/1950","09:40:00.00","-10.3","-75.7","150","5","",""
"21/03/1950","09:00:00.00","-12.4","-77.3","40","3.9","",""
"22/03/1950","23:43:00.00","-11.1","-74.8","30","4.5","",""
"26/04/1950","06:11:48.00","-11.1","-74.8","30","4.5","",""
"21/05/1950","18:37:40.00","-13.477","-72.102","15","5.6","6",""
"23/05/1950","21:00:00.00","-13.57","-71.93","30","3","",""
"24/05/1950","00:00:00.00","-13.57","-71.93","30","3","",""
"25/05/1950","18:03:00.00","-13.544","-71.964","25","3.6","",""
"27/05/1950","08:15:00.00","-17.2","-70.6","30","3.8","",""
"28/05/1950","09:00:00.00","-13.57","-71.93","30","3","",""
"31/05/1950","00:45:00.00","-12.4","-77.5","40","4.9","",""
"01/06/1950","08:00:00.00","-13.57","-71.93","30","3","",""
"02/06/1950","12:40:00.00","-4.4","-81","30","3.6","",""
"02/06/1950","18:52:00.00","-18.1","-70","30","3.2","",""
"07/06/1950","16:52:34.00","-4.9","-76.742","150","6.2","6.8",""
"09/06/1950","18:40:00.00","-13.4","-73.2","30","4","",""
"14/06/1950","07:59:23.00","-14.5","-70","287","5.1","",""
"14/06/1950","08:04:00.00","-17.8","-70.2","30","3.6","",""
"16/06/1950","08:05:00.00","-14.05","-71.55","20","3.4","",""
"17/06/1950","21:25:00.00","-11.7","-77","90","4.9","",""
"22/06/1950","22:53:37.00","-15","-70","-","4.9","",""
"22/06/1950","22:55:00.00","-17.2","-70.7","30","4.2","",""
"29/06/1950","06:30:00.00","-16.6","-71.6","40","3.4","",""
"30/06/1950","10:25:00.00","-16.5","-71.7","40","3.8","",""
"30/06/1950","21:15:00.00","-17.7","-70.3","30","3.8","",""
"09/07/1950","02:38:00.00","-8","-79.4","40","4.4","",""
"09/07/1950","05:20:00.00","-8.9","-74.3","40","4.6","",""
"09/07/1950","09:45:07.00","-8.2","-71","667","5.8","6.4",""
"13/07/1950","20:38:00.00","-17.5","-70","120","4.9","",""
"15/07/1950","04:30:00.00","-17.5","-70","120","4.6","",""
"17/07/1950","12:25:00.00","-14.1","-71.5","20","4.3","",""
"22/07/1950","22:55:00.00","-17.2","-70.8","30","3","",""
"06/08/1950","20:35:00.00","-8.4","-77.58","20","4.3","",""
"08/08/1950","03:35:00.00","-7","-80.3","40","4.8","",""
"10/08/1950","02:55:00.00","-12.2","-77.5","40","4","",""
"18/08/1950","10:33:00.00","-5.58","-78.9","20","3.3","",""
"21/08/1950","10:25:00.00","-8.2","-79.3","40","4.3","",""
"25/08/1950","03:35:00.00","-13.7","-71.85","25","3.6","",""
"04/09/1950","17:45:00.00","-13.5","-71.2","15","3.8","",""
"16/09/1950","16:16:00.00","-12.4","-77.5","40","4.1","",""
"18/09/1950","19:36:43.00","-8","-71","650","5.6","6",""
"24/09/1950","16:26:00.00","-11.1","-74.8","40","4.1","",""
"27/09/1950","08:07:00.00","-11.1","-74.8","30","4.3","",""
"08/10/1950","05:40:00.00","-8","-79.5","40","4.2","",""
"04/11/1950","01:30:00.00","-13.6","-76","90","","4.8",""
"06/11/1950","07:00:00.00","-8.44","-77.57","20","3.5","",""
"15/11/1950","17:45:00.00","-17.3","-70.6","30","4.1","",""
"16/11/1950","16:48:00.00","-14.3","-76.5","50","","4.6",""
"18/11/1950","09:40:00.00","-3.4","-80.6","30","4","",""
"20/11/1950","21:48:00.00","-17.3","-70.6","30","4.3","",""
"27/11/1950","14:13:00.00","-18","-69.9","30","4.1","",""
"02/12/1950","15:19:22.00","-8.2","-71","667","5.9","6.8",""
"04/12/1950","13:18:00.00","-12.4","-77.5","40","4.6","",""
"09/12/1950","21:38:48.00","-23.5","-67.5","100","7","8.3",""
"10/12/1950","02:50:42.00","-14.25","-75.75","80","7.1","7",""
"12/12/1950","03:35:00.00","-8.3","-79.25","40","4.3","",""
"25/12/1950","13:25:00.00","-14.3","-75.8","80","4.6","",""
"26/12/1950","21:05:00.00","-12.4","-77.5","40","4.6","",""
"27/12/1950","04:30:00.00","-17","-71.2","30","4.1","",""
"28/12/1950","14:17:26.00","-7.5","-71","650","5.7","6.2",""
"02/01/1951","23:12:04.00","-9.5","-79.5","40","","5.2",""
"10/01/1951","02:52:00.00","-11.8","-77.5","40","4.6","",""
"16/01/1951","16:21:00.00","-14.3","-75.8","80","4.3","",""
"17/01/1951","17:00:00.00","-14.3","-75.8","80","4.8","",""
"19/01/1951","13:20:00.00","-12.4","-77.5","40","4.6","",""
"02/02/1951","14:00:00.00","-12.6","-77.4","30","4.3","",""
"04/02/1951","11:06:00.00","-11.9","-77.1","30","4.1","",""
"10/02/1951","01:56:00.00","-11.9","-77.1","30","4.4","",""
"21/02/1951","13:23:00.00","-10.9","-78","40","4.3","",""
"04/03/1951","01:15:00.00","-14.3","-75.8","80","4.6","",""
"04/03/1951","11:17:33.00","-15.439","-73.458","100","5.9","6.9",""
"04/03/1951","17:27:00.00","-15.5","-74","90","4.6","",""
"06/03/1951","10:45:00.00","-5.52","-79","20","3.8","",""
"11/03/1951","05:28:00.00","-12.4","-77.5","40","4.4","",""
"11/03/1951","09:08:14.00","-14","-70","200","5.2","",""
"13/03/1951","07:45:00.00","-14.9","-75.1","90","4.7","",""
"13/03/1951","09:00:00.00","-13.75","-71.65","25","3.4","",""
"14/03/1951","06:20:00.00","-12.4","-77.6","40","4.4","",""
"17/03/1951","19:25:00.00","-13.1","-77","40","4.8","",""
"19/03/1951","17:05:00.00","-12.4","-77.5","40","4.1","",""
"22/03/1951","04:30:00.00","-12.4","-77.4","40","4","",""
"29/03/1951","09:48:00.00","-14","-76","80","5","",""
"07/04/1951","01:16:00.00","-16.7","-71.4","20","4","",""
"08/04/1951","19:31:00.00","-17.2","-71.2","30","4.2","",""
"17/04/1951","11:55:00.00","-9.59","-77.51","25","3.3","",""
"22/04/1951","03:40:00.00","-14.3","-75.8","80","4.8","",""
"23/04/1951","13:20:00.00","-17.3","-70.65","30","3.8","",""
"30/04/1951","12:11:00.00","-16.5","-71.7","25","4","",""
"02/05/1951","04:45:00.00","-12.4","-77.5","40","4.6","",""
"03/05/1951","19:54:00.00","-11.25","-74.9","100","4.9","",""
"10/05/1951","09:50:00.00","-11","-74","83","4.9","",""
"18/05/1951","17:20:00.00","-8.5","-77.37","20","3.7","",""
"23/05/1951","08:50:00.00","-11.1","-74.8","30","4.3","",""
"24/05/1951","18:25:00.00","-16","-72.8","20","4.2","",""
"06/06/1951","17:10:00.00","-12.4","-77.4","40","4","",""
"18/06/1951","09:32:00.00","-14.3","-75.8","80","4.9","",""
"24/06/1951","01:44:26.00","-8.3","-79.8","","5.5","",""
"03/07/1951","11:15:00.00","-16.2","-71.8","30","3.7","",""
"03/07/1951","13:19:00.00","-12.4","-77.5","40","4.6","",""
