"fecha_UTC","hora_UTC","latitud(ยบ)","longitud(ยบ)","profundidad_km","magnitud_mb","magnitud_Ms","magnitud_Mw"
"14/07/1951","04:59:00.00","-4","-81.3","30","4.8","",""
"23/07/1951","05:02:00.00","-16.6","-71.6","40","4.8","",""
"11/08/1951","00:00:00.00","-13.6","-76.6","80","4.7","",""
"14/08/1951","08:15:00.00","-17.4","-70.4","30","3.9","",""
"20/08/1951","08:40:00.00","-7.5","-79.8","40","4.2","",""
"21/08/1951","16:00:00.00","-16.6","-71.6","40","3.8","",""
"22/08/1951","23:20:00.00","-11.2","-77.9","40","3.8","",""
"27/08/1951","05:00:00.00","-16.2","-72.4","30","4","",""
"30/08/1951","14:30:00.00","-8.55","-77.34","20","4.1","",""
"04/09/1951","23:45:00.00","-4.4","-81.6","30","4.6","",""
"10/09/1951","12:15:00.00","-8.9","-75.7","40","4.4","",""
"14/09/1951","05:29:00.00","-8.1","-79.4","40","4.7","",""
"20/09/1951","01:00:00.00","-4","-81.4","30","4.6","",""
"20/09/1951","07:37:00.00","-4.2","-81.2","30","4.1","",""
"25/09/1951","14:05:00.00","-8.2","-79.3","40","4.1","",""
"28/09/1951","09:28:00.00","-14.3","-75.8","80","4.8","",""
"01/10/1951","09:12:00.00","-14.2","-75.8","80","4.3","",""
"03/10/1951","11:07:09.00","-17.9","-70.8","63","5.8","",""
"12/10/1951","18:22:36.00","-2","-77","","","5.9",""
"09/11/1951","22:10:00.00","-16.596","-71.796","30","3.8","",""
"16/11/1951","13:13:00.00","-12.8","-77","40","4.4","",""
"23/11/1951","05:42:30.00","-12.3","-77.4","40","4.2","",""
"05/12/1951","05:55:00.00","-16.55","-71.6","30","4","",""
"14/12/1951","01:48:00.00","-8.2","-79.3","40","4.8","",""
"05/01/1952","12:00:00.00","-15.5","-74.8","60","4","",""
"15/01/1952","07:00:51.00","-4.26","-80.06","100","","6.5",""
"24/01/1952","16:40:00.00","-7.3","-79.9","50","5","",""
"28/01/1952","20:15:00.00","-12.3","-77.4","40","4.4","",""
"30/01/1952","10:00:00.00","-6.2","-77.3","40","3.8","",""
"03/02/1952","06:38:00.00","-9.6","-77.51","20","3.2","",""
"09/02/1952","04:13:00.00","-10.65","-75.5","28","4.2","",""
"17/02/1952","15:46:00.00","-12.3","-77.4","40","4.2","",""
"26/02/1952","11:31:00.00","-15.738","-70.657","200","5.6","",""
"26/02/1952","12:04:00.00","-16.6","-71.6","30","3.7","",""
"13/03/1952","14:15:00.00","-7.5","-79.8","40","4.2","",""
"15/03/1952","08:49:00.00","-16.2","-72.4","30","4","",""
"23/03/1952","07:11:00.00","-10.8","-75.2","150","5","",""
"23/03/1952","08:25:00.00","-10.8","-75.2","150","4.5","",""
"31/03/1952","12:25:00.00","-6.16","-78.85","20","3.4","",""
"31/03/1952","20:01:00.00","-12.4","-77.4","40","4","",""
"08/04/1952","00:19:07.00","-9","-71","603","","5.8",""
"13/04/1952","12:50:00.00","-17.2","-70.7","30","4.2","",""
"14/04/1952","06:51:00.00","-12.4","-77.4","40","4","",""
"21/04/1952","09:11:00.00","-12","-76.7","90","5","",""
"02/05/1952","18:35:00.00","-12.4","-77.4","40","4.2","",""
"03/05/1952","12:14:11.00","-14.203","-76.323","50","","6.4",""
"03/05/1952","20:41:00.00","-14.3","-75.8","80","4.8","",""
"04/05/1952","16:58:00.00","-14.3","-75.8","80","4.6","",""
"08/05/1952","09:38:58.00","-16.9","-70.3","96","4.3","",""
"10/05/1952","13:54:00.00","-15.6","-73.1","30","3.8","",""
"23/05/1952","10:03:00.00","-18.1","-70","30","4.2","",""
"24/05/1952","01:59:00.00","-18.02","-70.25","","5.9","",""
"25/05/1952","14:30:00.00","-18.1","-70","30","3.2","",""
"26/05/1952","07:44:00.00","-18.1","-70","30","3.7","",""
"08/06/1952","05:31:00.00","-12.4","-77.4","40","4.5","",""
"20/06/1952","16:33:00.00","-8.8","-77.4","25","3.8","",""
"23/06/1952","08:44:00.00","-12.4","-77.4","40","4.8","",""
"26/06/1952","08:10:00.00","-12.4","-77.4","40","4","",""
"06/07/1952","07:00:00.00","-13.55","-71.97","25","3.6","",""
"11/07/1952","07:40:00.00","-12.4","-77.4","40","4.8","",""
"17/07/1952","03:40:00.00","-12.4","-77.4","40","4.5","",""
"17/07/1952","15:14:00.00","-12.4","-77.4","40","4","",""
"22/07/1952","18:05:00.00","-11.6","-77.8","40","4.7","",""
"27/07/1952","02:18:00.00","-12.4","-77.4","40","4.7","",""
"27/07/1952","18:35:00.00","-15.6","-74.8","60","4.2","",""
"03/08/1952","04:22:00.00","-12.3","-77.4","40","4.3","",""
"03/08/1952","18:14:00.00","-12.05","-77.5","30","4.1","",""
"06/08/1952","13:36:00.00","-12.05","-77.5","30","4.6","",""
"14/08/1952","06:25:00.00","-12.05","-77.5","30","4.4","",""
"18/08/1952","14:24:00.00","-12.05","-77.5","30","4.4","",""
"22/08/1952","22:50:00.00","-12.05","-77.5","30","3.8","",""
"26/08/1952","10:45:00.00","-13.55","-71.97","20","3.6","",""
"11/09/1952","12:03:00.00","-8.9","-75.7","40","4.4","",""
"21/09/1952","02:33:00.00","-16.8","-71.3","30","4.3","",""
"23/09/1952","08:08:00.00","-7.4","-79.8","40","4.8","",""
"27/09/1952","22:41:00.00","-12.05","-77.5","30","4.1","",""
"12/10/1952","12:34:00.00","-12.05","-77.5","30","3.9","",""
"14/10/1952","14:53:00.00","-11.25","-74.9","100","4.5","",""
"08/11/1952","06:01:00.00","-12.4","-77.4","40","4","",""
"18/11/1952","14:35:00.00","-11.7","-78","40","4.6","",""
"13/12/1952","02:54:00.00","-17.4","-70.5","30","3.6","",""
"17/12/1952","04:40:00.00","-11.25","-74.9","100","4.8","",""
"31/12/1952","20:42:00.00","-12.05","-77.5","30","3.9","",""
"09/01/1953","07:00:00.00","-8.5","-79.2","40","4.5","",""
"09/01/1953","16:14:00.00","-4.4","-81.6","30","4.9","",""
"11/01/1953","14:17:00.00","-11.95","-76.55","30","3","",""
"18/01/1953","12:52:00.00","-12.05","-77.5","30","3.9","",""
"05/02/1953","22:13:00.00","-12.05","-77.5","30","3.9","",""
"11/02/1953","12:11:00.00","-16.7","-71","120","4.8","",""
"28/02/1953","07:36:00.00","-11.7","-78","40","4.6","",""
"28/02/1953","19:50:00.00","-11.7","-78","40","4.8","",""
"07/03/1953","05:25:00.00","-12.13","-76.87","20","3.7","",""
"08/03/1953","03:05:00.00","-7.7","-79.6","30","4.6","",""
"11/03/1953","05:43:00.00","-12","-77.2","30","4.1","",""
"13/03/1953","05:05:00.00","-12","-77.2","30","4.4","",""
"04/04/1953","11:20:00.00","-10.2","-75","30","3.7","",""
"08/04/1953","13:45:00.00","-15.6","-74.8","60","4.2","",""
"09/04/1953","19:48:00.00","-16.7","-71.5","40","3.5","",""
"13/04/1953","19:35:00.00","-16.7","-71.5","40","3.5","",""
"14/04/1953","13:29:26.00","-8.2","-71","61","","6.6",""
"14/04/1953","18:50:00.00","-16.5","-71.7","25","3.1","",""
"15/04/1953","02:00:00.00","-16.6","-71.5","40","3.4","",""
"17/04/1953","00:02:50.00","-5.315","-77.702","80","5.6","6",""
"23/04/1953","14:18:00.00","-11.25","-74.9","100","4.8","",""
"24/04/1953","07:55:00.00","-18.2","-69.95","30","4.1","",""
"24/04/1953","10:01:00.00","-16.6","-71.5","35","3.8","",""
"26/04/1953","00:28:00.00","-7.3","-78.46","20","4.2","",""
"02/05/1953","23:50:00.00","-17.2","-71.1","20","4.9","",""
"06/05/1953","09:55:00.00","-16.75","-71.4","40","3.5","",""
"12/05/1953","00:09:00.00","-9.3","-78.9","40","4.4","",""
"25/05/1953","04:54:00.00","-16.6","-71.6","40","3.4","",""
"27/05/1953","07:45:00.00","-17.2","-72.3","30","4.5","",""
"28/05/1953","20:49:00.00","-9.3","-78.2","90","","5",""
"29/05/1953","12:38:00.00","-15.6","-74.8","60","4.2","",""
"30/05/1953","15:07:00.00","-12","-76.8","90","4.6","",""
"04/06/1953","02:37:00.00","-6","-77.4","50","4","",""
"04/06/1953","10:10:00.00","-16.6","-71.6","40","4.4","",""
"05/06/1953","07:50:00.00","-11.95","-76.55","25","3.3","",""
"15/06/1953","22:33:00.00","-8.5","-74.4","230","4.8","",""
"17/06/1953","15:30:00.00","-5","-79.43","25","3.1","",""
"17/06/1953","23:45:00.00","-9.2","-78.9","40","4.3","",""
"18/06/1953","09:20:00.00","-16.65","-71.5","40","3.4","",""
"21/06/1953","19:00:00.00","-15.8","-74.6","50","4.3","",""
"23/06/1953","21:15:00.00","-16.6","-71.6","25","3.6","",""
"27/06/1953","03:58:00.00","-11.55","-76.8","70","4.5","",""
"02/07/1953","01:02:00.00","-11.4","-74.7","120","4.5","",""
"16/07/1953","04:05:00.00","-11.95","-76.55","30","3","",""
"16/07/1953","15:10:00.00","-15.6","-74.8","60","4.3","",""
"18/07/1953","04:25:00.00","-16.63","-71.5","35","4.3","",""
"18/07/1953","12:08:00.00","-5.5","-78.99","20","3.6","",""
"28/07/1953","05:30:00.00","-16.65","-71.5","40","3.4","",""
"28/07/1953","06:10:00.00","-9.44","-77.55","25","3.3","",""
"04/08/1953","05:26:00.00","-8.9","-75.7","40","4.2","",""
"07/08/1953","10:29:00.00","-16.68","-71.6","30","3.3","",""
"14/08/1953","17:15:00.00","-11.9","-76.54","30","3","",""
"17/08/1953","12:41:00.00","-12.85","-77.168","40","4.6","",""
"21/08/1953","10:29:00.00","-16.66","-71.5","25","3.2","",""
"22/08/1953","04:30:00.00","-11.9","-76.54","30","3","",""
"22/08/1953","17:48:00.00","-14.9","-75.1","80","4.8","",""
"29/08/1953","00:13:00.00","-16.9","-72.6","50","4.2","",""
"11/09/1953","19:32:00.00","-13.6","-76.6","80","4.9","",""
"16/09/1953","12:39:00.00","-11.25","-74.9","100","4.1","",""
"18/09/1953","02:00:00.00","-17.1","-71.1","30","3.1","",""
"21/09/1953","10:04:00.00","-13.37","-75.29","25","3.2","",""
"28/09/1953","06:00:00.00","-16.5","-71.6","30","3.1","",""
"28/09/1953","23:31:00.00","-15.7","-74.9","30","3.7","",""
"05/10/1953","12:18:00.00","-16.63","-71.55","40","3.4","",""
"06/10/1953","08:18:00.00","-16.68","-71.48","35","3.4","",""
"12/10/1953","03:15:00.00","-17.4","-70.6","30","3","",""
"13/10/1953","00:15:00.00","-16.68","-71.48","35","3.4","",""
"21/10/1953","01:48:00.00","-12.4","-77.5","40","4.1","",""
"23/10/1953","12:09:00.00","-12.4","-77.5","40","4.1","",""
"01/11/1953","21:08:00.00","-13.9","-72.3","20","3.3","",""
"02/11/1953","07:00:00.00","-13.9","-72.3","20","4","",""
"06/11/1953","12:50:00.00","-14.3","-75.8","80","4.6","",""
"06/11/1953","17:22:00.00","-11.7","-78","40","4.6","",""
"10/11/1953","21:13:00.00","-12.05","-76.6","25","3.4","",""
"13/11/1953","17:05:00.00","-12","-76.5","30","3.1","",""
"18/11/1953","18:07:00.00","-9.2","-78.9","40","4.3","",""
"28/11/1953","11:10:00.00","-15.7","-74.9","30","3.7","",""
"29/11/1953","09:00:00.00","-16.7","-71.45","25","3.8","",""
"30/11/1953","05:04:00.00","-12.4","-77.4","40","4","",""
"03/12/1953","11:05:00.00","-8.3","-79.3","40","4.3","",""
"03/12/1953","15:13:00.00","-14.3","-75.8","80","4.8","",""
"05/12/1953","15:32:00.00","-7.9","-79.6","40","4.5","",""
"06/12/1953","23:19:00.00","-9.2","-78.9","40","4.3","",""
"07/12/1953","11:25:00.00","-16.77","-71.4","25","3.4","",""
"12/12/1953","15:00:00.00","-5","-79.43","25","3.1","",""
"12/12/1953","17:31:25.00","-3.88","-80.45","30","6.7","7.8",""
"13/12/1953","01:07:00.00","-3.4","-80.6","30","4.7","",""
"14/12/1953","08:30:00.00","-3.4","-80.6","30","4.1","",""
"16/12/1953","21:52:00.00","-16.66","-71.5","25","4.2","",""
"17/12/1953","06:00:00.00","-16.7","-71.45","30","3.3","",""
"18/12/1953","00:51:00.00","-16.67","-71.5","35","3.6","",""
"18/12/1953","02:15:00.00","-6.5","-79.25","25","3.8","",""
"18/12/1953","03:50:00.00","-3.4","-80.6","30","3.5","",""
"18/12/1953","06:07:00.00","-12","-76.9","90","4.3","",""
"22/12/1953","11:50:00.00","-8.9","-79","40","4.6","",""
"23/12/1953","22:20:00.00","-12","-76.5","30","3.3","",""
"24/12/1953","13:32:00.00","-9.2","-78.9","40","3.8","",""
"25/12/1953","06:45:00.00","-9.55","-77.15","20","3.9","",""
"04/01/1954","19:15:00.00","-11.7","-78","40","4.1","",""
"08/01/1954","10:40:00.00","-12","-76.9","90","4.3","",""
"08/01/1954","18:50:00.00","-9.2","-78.9","40","4.6","",""
"17/01/1954","23:23:00.00","-17.15","-71.1","30","3.1","",""
"19/01/1954","19:52:00.00","-12","-76.5","25","3.2","",""
"21/01/1954","05:30:00.00","-16.76","-71.4","25","3.4","",""
"22/01/1954","06:14:00.00","-12.4","-77.4","30","3.9","",""
"22/01/1954","07:00:00.00","-9.2","-78.9","40","4.3","",""
"23/01/1954","04:30:00.00","-9.2","-78.9","40","4.6","",""
"26/01/1954","06:10:00.00","-12","-76.9","90","4.3","",""
"12/02/1954","10:08:46.00","-17.5","-70","120","5.1","",""
"13/02/1954","02:00:00.00","-6.8","-76.8","30","4.3","",""
"16/02/1954","02:30:00.00","-13.6","-76.6","80","4.2","",""
"26/02/1954","10:51:00.00","-12","-76.5","30","3.1","",""
"28/02/1954","06:15:00.00","-16.7","-71.45","15","3.6","",""
"01/03/1954","22:13:00.00","-12","-76.5","30","3.1","",""
"21/03/1954","16:12:00.00","-16.67","-71.5","40","3.7","",""
"22/03/1954","22:50:00.00","-17.4","-70.5","30","4","",""
"24/03/1954","01:00:00.00","-9.2","-78.9","40","4.1","",""
"07/04/1954","17:51:00.00","-13.6","-72.3","30","3.9","",""
"09/04/1954","06:17:37.00","-15","-69.5","223","4.7","",""
"19/04/1954","05:15:00.00","-16.77","-71.4","25","3.9","",""
"19/04/1954","11:30:00.00","-17","-71.2","30","3.8","",""
"19/04/1954","14:20:00.00","-16.77","-71.4","25","3.9","",""
"03/05/1954","22:05:00.00","-16.7","-71.45","35","3.4","",""
"05/05/1954","08:40:00.00","-13.55","-71.97","30","3","",""
"06/05/1954","19:58:00.00","-12.4","-77.5","40","4.1","",""
"09/05/1954","15:26:00.00","-5.8","-77.3","30","3.9","",""
"10/05/1954","14:40:00.00","-17.4","-70.5","30","3.6","",""
"12/05/1954","02:50:00.00","-12","-76.8","90","5","",""
"18/05/1954","15:45:00.00","-9.2","-78.9","40","4.6","",""
"21/05/1954","00:59:00.00","-16.45","-71.75","25","4.2","",""
"21/05/1954","01:09:00.00","-16.75","-71.4","30","3.4","",""
"25/05/1954","00:20:00.00","-16.25","-71.8","15","4.6","",""
"29/05/1954","12:11:37.00","-12","-68","","","5.7",""
"29/05/1954","18:30:00.00","-16.25","-71.9","15","3.9","",""
"30/05/1954","05:28:00.00","-16.25","-71.9","40","3.4","",""
"02/06/1954","02:15:00.00","-13.5","-72.7","25","4.1","",""
"12/06/1954","07:54:00.00","-16.65","-71.5","25","3.9","",""
"15/06/1954","13:29:59.00","-6.233","-77.077","100","5.8","6.6",""
"30/06/1954","05:30:00.00","-16.67","-71.4","30","3.3","",""
"05/07/1954","16:37:00.00","-12.4","-77.5","40","4.1","",""
"07/07/1954","20:44:00.00","-12.3","-77.5","30","4.3","",""
"08/07/1954","09:00:00.00","-8.44","-77.52","25","3.7","",""
"08/07/1954","14:22:00.00","-16.67","-71.4","30","3.3","",""
"10/07/1954","05:20:00.00","-16.6","-71.6","15","4.6","",""
"13/07/1954","21:54:00.00","-15.9","-73.2","20","4.4","",""
"22/07/1954","10:42:00.00","-12.3","-77.5","30","3.9","",""
"02/08/1954","07:00:00.00","-16.25","-71.8","30","3.3","",""
"04/08/1954","09:35:00.00","-16.25","-71.8","30","3.3","",""
"07/08/1954","09:37:24.00","-18.5","-69","140","","6.2",""
"07/08/1954","20:10:00.00","-13.5","-71.2","15","3.8","",""
"14/08/1954","23:30:00.00","-11.5","-77.9","40","4.3","",""
"29/08/1954","08:30:00.00","-13.2","-77.4","30","4.7","",""
"31/08/1954","16:56:00.00","-12.3","-77.5","40","4.2","",""
"19/09/1954","18:45:00.00","-13.6","-76.6","80","4.7","",""
"20/09/1954","14:34:00.00","-11.803","-77.362","40","4.8","",""
"26/09/1954","01:35:00.00","-16.6","-71.45","30","3.2","",""
"26/09/1954","09:00:00.00","-10.9","-78.1","40","4.2","",""
"02/10/1954","23:23:00.00","-11.95","-77.6","40","4.3","",""
"08/10/1954","07:41:00.00","-5.95","-77","100","5","",""
"15/10/1954","03:36:00.00","-12.3","-77.5","40","4.2","",""
"20/10/1954","11:12:00.00","-17.4","-70.5","30","3.1","",""
"26/10/1954","15:00:00.00","-14.3","-75.8","80","4.6","",""
"07/11/1954","09:47:00.00","-16.6","-71.45","30","3.2","",""
"09/11/1954","21:45:00.00","-16.4","-71.8","30","3.3","",""
"12/11/1954","06:30:00.00","-16.4","-71.8","30","4","",""
"03/12/1954","18:46:00.00","-12.3","-77.5","40","4","",""
"05/12/1954","07:28:00.00","-16.28","-71.7","30","4.1","",""
"07/12/1954","11:10:00.00","-12.3","-77.5","40","4.3","",""
"12/12/1954","23:48:00.00","-12.4","-77.5","40","4.1","",""
"17/12/1954","21:00:00.00","-5.6","-80.3","90","4.8","",""
"19/12/1954","09:00:00.00","-16.28","-71.7","30","3.2","",""
"19/12/1954","10:25:00.00","-17.1","-71.15","30","3.9","",""
"26/12/1954","08:15:00.00","-8.69","-77.25","20","3.8","",""
"28/12/1954","17:00:00.00","-16.5","-71.66","20","4.4","",""
"31/12/1954","18:29:00.00","-12.4","-77.5","40","4.1","",""
"01/01/1955","17:30:00.00","-12.4","-77.5","40","4.1","",""
"03/01/1955","18:41:57.00","-15","-75.4","64","","5.9",""
"08/01/1955","03:00:00.00","-14.4","-71.49","25","3.8","",""
"08/01/1955","07:00:00.00","-14.4","-71.49","30","3.2","",""
"16/02/1955","16:30:00.00","-11.5","-77.8","40","3.7","",""
"17/02/1955","08:48:34.00","-4","-79","","","5.7",""
"17/02/1955","16:06:00.00","-12","-76.5","30","3.1","",""
"20/02/1955","12:20:00.00","-13.5","-71.2","15","3.8","",""
"28/02/1955","00:36:00.00","-12","-76.5","30","3.1","",""
"09/03/1955","13:20:00.00","-12.1","-76.8","90","4.8","",""
"10/03/1955","23:19:00.00","-12.7","-77.5","40","4.3","",""
"15/03/1955","06:25:00.00","-9.2","-78.9","40","4.9","",""
"16/03/1955","09:30:00.00","-16.25","-71.8","30","3.6","",""
"21/03/1955","04:50:00.00","-16.25","-71.8","30","3.8","",""
"19/04/1955","09:59:00.00","-4","-80.7","30","4.2","",""
"25/04/1955","00:24:00.00","-7.1","-80.4","30","4.7","",""
"02/05/1955","02:57:00.00","-12","-76.5","30","3.3","",""
"04/05/1955","17:00:00.00","-4.4","-81.5","30","4.1","",""
"23/05/1955","13:30:00.00","-16.25","-71.8","30","3.8","",""
"03/06/1955","17:33:00.00","-12.4","-77.5","40","4.6","",""
"12/06/1955","14:51:00.00","-11.73","-76.66","30","3.8","",""
"20/06/1955","02:00:00.00","-13.5","-72","20","4.1","",""
"23/06/1955","17:30:00.00","-7","-80.5","40","4.2","",""
"02/07/1955","19:50:00.00","-16.2","-71.9","40","3.4","",""
"05/07/1955","08:46:00.00","-12.4","-77.5","30","4","",""
"05/07/1955","17:14:00.00","-12.1","-76.8","90","4.6","",""
"06/07/1955","00:45:00.00","-12.4","-77.4","40","4","",""
"16/07/1955","13:31:43.00","-14","-78.5","50","5","",""
"21/07/1955","11:45:40.00","-15.4","-74","60","5.9","6.8",""
"04/08/1955","17:26:00.00","-9.2","-78.9","40","4.3","",""
"19/08/1955","16:28:50.00","-9","-71","650","","5.7",""
"20/08/1955","18:32:00.00","-11.5","-75","30","4.2","",""
"27/08/1955","02:49:00.00","-17.2","-70.9","25","4.1","",""
"29/08/1955","09:45:00.00","-14.3","-75.8","80","4.6","",""
"29/08/1955","11:15:00.00","-14.3","-75.8","80","4.3","",""
"30/08/1955","11:57:00.00","-12.05","-76.6","30","3.5","",""
"31/08/1955","10:20:00.00","-11.73","-76.66","30","3.1","",""
"06/09/1955","19:00:00.00","-11.73","-76.66","30","3.4","",""
"12/09/1955","02:52:00.00","-8.9","-75.7","30","4.3","",""
"13/09/1955","22:15:00.00","-12","-76.5","30","4","",""
"09/10/1955","21:03:00.00","-15.122","-73.029","25","4.6","",""
"28/10/1955","10:32:00.00","-11.295","-76.608","30","4","",""
"05/11/1955","15:30:00.00","-16.6","-71.7","30","3.3","",""
"07/11/1955","19:57:00.00","-12.1","-76.7","90","4.5","",""
"11/11/1955","08:50:00.00","-16.6","-71.7","30","3.3","",""
"26/11/1955","20:40:00.00","-7","-80.5","40","4.8","",""
"08/12/1955","10:00:00.00","-16.6","-71.7","30","3.8","",""
"14/12/1955","20:50:00.00","-4.4","-81.6","30","4.5","",""
"22/12/1955","11:17:00.00","-12.4","-77.5","30","4","",""
"08/01/1956","20:54:13.00","-19","-70","11","6.3","7.1",""
"18/02/1956","10:24:20.00","-5","-79.5","33","5.3","",""
"22/03/1956","06:33:55.00","-3.531","-78.849","35","5.8","6.5",""
"03/05/1956","02:11:17.00","-16","-74","","5.5","",""
"15/05/1956","12:32:59.00","-6","-82","33","5.2","",""
"17/05/1956","05:59:57.00","-16.5","-72","60","5.3","",""
"10/06/1956","15:19:40.00","-18","-74.5","33","5.1","",""
"17/08/1956","05:53:25.00","-5","-80","","5","",""
"29/09/1956","11:31:40.00","-12","-78","33","2.8","",""
"12/10/1956","02:37:44.00","-15.5","-75.28","","5.8","6.5",""
"29/10/1956","15:42:08.00","-8.5","-77","60","","6.4",""
"25/11/1956","14:15:10.00","-17","-71.5","100","5.2","",""
"01/12/1956","21:24:54.00","-17.5","-72.5","33","5.6","",""
"15/01/1957","04:09:15.00","-2","-76.5","100","","5.6",""
"24/01/1957","07:16:29.00","-12.5","-78","","5.7","6.3",""
"18/02/1957","23:49:52.00","-11.4","-76.9","90","5.8","6.6",""
"21/02/1957","20:04:47.00","-15.75","-75.75","33","4.8","",""
"19/05/1957","05:19:32.00","-13.75","-76.75","33","4","",""
"01/08/1957","12:46:23.00","-18","-70","150","4.7","",""
"07/08/1957","08:49:24.00","-5","-81","","5.3","",""
"01/10/1957","23:20:50.00","-7","-74","100","5.8","",""
"20/10/1957","02:54:48.00","-14.5","-76","100","3.9","",""
"28/11/1957","03:07:55.00","-10","-75.5","100","5.8","",""
"15/12/1957","22:18:25.00","-14.5","-73","200","5.2","",""
"15/01/1958","19:14:29.00","-16.5","-72","60","7","7",""
"21/02/1958","03:18:25.00","-16","-74.5","33","5.2","",""
"01/03/1958","09:05:40.00","-13.5","-76.5","","","7",""
"21/04/1958","12:15:28.00","-8","-74","150","5.5","",""
"28/04/1958","11:47:40.00","-11","-74","","5.8","6.5",""
"12/05/1958","21:12:16.00","-6.5","-75.5","150","5.6","",""
"25/05/1958","21:11:45.00","-3","-77","29","5.8","6.5",""
"26/05/1958","08:49:47.00","-3","-77","27","5.6","",""
"08/06/1958","15:52:23.00","-16","-75","33","5.1","",""
"16/06/1958","14:56:58.00","-7.5","-80","33","4.9","",""
"29/06/1958","03:25:42.00","-15.5","-70.5","150","5.7","6.5",""
"26/07/1958","17:37:09.00","-13.5","-69.5","630","6.9","7.3",""
"26/07/1958","18:04:42.00","-12.5","-68","650","","5.6",""
"18/09/1958","21:24:42.00","-9.5","-80","33","5.1","",""
"19/12/1958","11:14:40.00","-16","-72","100","5.2","",""
"03/01/1959","04:15:47.00","-15","-75","33","5","",""
"03/01/1959","11:17:39.00","-14.84","-75.7","","5.8","6.4",""
"13/01/1959","19:06:40.00","-16.5","-71.5","150","5.4","",""
"26/01/1959","20:58:50.00","-4.5","-82.5","33","6","",""
"07/02/1959","09:36:54.00","-4.205","-81.112","40","6.2","7.4",""
"11/02/1959","19:57:05.00","-4","-82.5","33","6.4","",""
"03/04/1959","19:33:50.00","-4","-81","33","4.9","",""
"21/04/1959","16:36:42.00","-18.5","-71.5","33","5.2","",""
"25/04/1959","20:33:36.00","-8","-76","100","4.8","",""
"05/05/1959","05:30:15.00","-9","-78.5","33","4.5","",""
"13/06/1959","22:16:24.00","-17","-72.5","33","5.8","",""
"22/06/1959","03:22:51.00","-4","-81","33","5.4","",""
"01/07/1959","10:32:29.00","-16.5","-69.5","200","4.9","",""
"06/07/1959","08:28:20.00","-15.5","-75","33","4.3","",""
"19/07/1959","15:06:10.00","-15","-70.5","200","7.1","7",""
"15/08/1959","18:28:57.00","-8","-79.5","33","5.1","",""
"28/08/1959","07:19:12.00","-9","-75","100","5.5","",""
"13/10/1959","20:52:25.00","-9","-79.5","33","5","",""
"02/12/1959","07:02:52.00","-9","-80","33","4.4","",""
"-/-/1471","00:00:00.00","-16.3","-71","25","","8",""
"-/-/1513","00:00:00.00","-17.21","-72.3","30","","8.7",""
"-/01/1533","00:00:00.00","-12.2","-77.8","30","","6.5",""
"-/-/1581","00:00:00.00","-12.4","-77.7","30","","7.6",""
"-/-/1590","00:00:00.00","-17.2","-72.9","40","7.7","",""
